Model,Brand,purchase_place,Year_of_manufacture,total_cars,percentage_by_model,percentage_by_place,percentage_of_total,avg_mileage
Creta,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,137422.00
Creta,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,338805.00
Harrier,Hyundai,Yelahanka,1994,4,0.06,0.06,0.01,207222.75
Harrier,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,178789.00
i20,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,201798.00
Innova,Hyundai,Yelahanka,1994,2,0.03,0.03,0.00,192910.00
Innova,Hyundai,Yelahanka,1994,3,0.05,0.05,0.00,161014.00
Nexon,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,208180.00
Seltos,Hyundai,Yelahanka,1994,2,0.03,0.03,0.00,93829.00
Swift,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,102000.00
Swift,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,166283.00
Swift,Hyundai,Yelahanka,1994,2,0.03,0.03,0.00,239463.00
Swift,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,99897.00
Thar,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,152989.00
Thar,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,117665.00
Thar,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,249321.00
Thar,Hyundai,Yelahanka,1994,2,0.03,0.03,0.00,232521.00
Thar,Hyundai,Yelahanka,1994,1,0.02,0.02,0.00,172573.00
Baleno,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,217220.00
Baleno,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,176388.00
City,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,263097.00
City,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,203477.00
Creta,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,57117.00
Harrier,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,223090.00
Harrier,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,203638.00
i20,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,280029.00
i20,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,242333.00
i20,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,153822.00
Innova,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,122813.00
Nexon,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,133252.00
Seltos,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,225951.00
Swift,Kia,Basavanagudi,1994,1,0.02,0.02,0.00,162125.00
Thar,Kia,Basavanagudi,1994,3,0.05,0.05,0.00,156658.00
City,Kia,Hebbal,1994,1,0.02,0.02,0.00,223845.00
City,Kia,Hebbal,1994,1,0.02,0.02,0.00,198387.00
Creta,Kia,Hebbal,1994,2,0.03,0.03,0.00,174965.50
Creta,Kia,Hebbal,1994,1,0.02,0.02,0.00,220874.00
Harrier,Kia,Hebbal,1994,1,0.02,0.02,0.00,173427.00
Harrier,Kia,Hebbal,1994,2,0.03,0.03,0.00,123576.50
i20,Kia,Hebbal,1994,1,0.02,0.02,0.00,194746.00
i20,Kia,Hebbal,1994,1,0.02,0.02,0.00,193783.00
i20,Kia,Hebbal,1994,1,0.02,0.02,0.00,146398.00
Nexon,Kia,Hebbal,1994,1,0.02,0.02,0.00,33095.00
Nexon,Kia,Hebbal,1994,1,0.02,0.02,0.00,221282.00
Seltos,Kia,Hebbal,1994,2,0.03,0.03,0.00,130034.00
Seltos,Kia,Hebbal,1994,4,0.06,0.06,0.01,138926.25
Swift,Kia,Hebbal,1994,1,0.02,0.02,0.00,159869.00
Thar,Kia,Hebbal,1994,1,0.02,0.02,0.00,189433.00
Thar,Kia,Hebbal,1994,3,0.05,0.05,0.00,59135.00
Baleno,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,246580.00
Baleno,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,100748.00
City,Kia,"HSR Layout",1994,3,0.05,0.05,0.00,240418.00
City,Kia,"HSR Layout",1994,3,0.05,0.05,0.00,258593.00
City,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,194292.00
Creta,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,205581.00
Harrier,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,198732.00
Innova,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,206908.00
Nexon,Kia,"HSR Layout",1994,2,0.03,0.03,0.00,140934.00
Nexon,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,145715.00
Nexon,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,199249.00
Seltos,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,203510.00
Seltos,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,223560.00
Seltos,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,210548.00
Swift,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,199894.00
Thar,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,211789.00
Thar,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,127196.00
Thar,Kia,"HSR Layout",1994,1,0.02,0.02,0.00,149920.00
Baleno,Kia,Indiranagar,1994,2,0.03,0.03,0.00,158976.50
Baleno,Kia,Indiranagar,1994,3,0.05,0.05,0.00,14500.00
Baleno,Kia,Indiranagar,1994,1,0.02,0.02,0.00,169817.00
City,Kia,Indiranagar,1994,1,0.02,0.02,0.00,169666.00
City,Kia,Indiranagar,1994,1,0.02,0.02,0.00,210797.00
City,Kia,Indiranagar,1994,1,0.02,0.02,0.00,218874.00
City,Kia,Indiranagar,1994,1,0.02,0.02,0.00,152388.00
City,Kia,Indiranagar,1994,1,0.02,0.02,0.00,224917.00
Creta,Kia,Indiranagar,1994,1,0.02,0.02,0.00,200330.00
Creta,Kia,Indiranagar,1994,3,0.05,0.05,0.00,218426.00
Creta,Kia,Indiranagar,1994,1,0.02,0.02,0.00,185349.00
Harrier,Kia,Indiranagar,1994,3,0.05,0.05,0.00,169657.00
i20,Kia,Indiranagar,1994,1,0.02,0.02,0.00,195767.00
i20,Kia,Indiranagar,1994,1,0.02,0.02,0.00,224279.00
Innova,Kia,Indiranagar,1994,1,0.02,0.02,0.00,234918.00
Innova,Kia,Indiranagar,1994,1,0.02,0.02,0.00,176596.00
Innova,Kia,Indiranagar,1994,3,0.05,0.05,0.00,257253.00
Nexon,Kia,Indiranagar,1994,1,0.02,0.02,0.00,227647.00
Nexon,Kia,Indiranagar,1994,1,0.02,0.02,0.00,130024.00
Seltos,Kia,Indiranagar,1994,1,0.02,0.02,0.00,128301.00
Seltos,Kia,Indiranagar,1994,1,0.02,0.02,0.00,160270.00
Swift,Kia,Indiranagar,1994,6,0.10,0.10,0.01,191445.00
Swift,Kia,Indiranagar,1994,1,0.02,0.02,0.00,120911.00
Thar,Kia,Indiranagar,1994,1,0.02,0.02,0.00,227159.00
Baleno,Kia,Jayanagar,1994,1,0.02,0.02,0.00,153254.00
Baleno,Kia,Jayanagar,1994,1,0.02,0.02,0.00,152046.00
Creta,Kia,Jayanagar,1994,1,0.02,0.02,0.00,195006.00
Creta,Kia,Jayanagar,1994,3,0.05,0.05,0.00,182511.00
Harrier,Kia,Jayanagar,1994,1,0.02,0.02,0.00,259938.00
Harrier,Kia,Jayanagar,1994,1,0.02,0.02,0.00,160087.00
Harrier,Kia,Jayanagar,1994,1,0.02,0.02,0.00,226482.00
i20,Kia,Jayanagar,1994,1,0.02,0.02,0.00,273713.00
Nexon,Kia,Jayanagar,1994,1,0.02,0.02,0.00,231822.00
Nexon,Kia,Jayanagar,1994,1,0.02,0.02,0.00,193271.00
Seltos,Kia,Jayanagar,1994,1,0.02,0.02,0.00,196323.00
Seltos,Kia,Jayanagar,1994,1,0.02,0.02,0.00,216747.00
Thar,Kia,Jayanagar,1994,1,0.02,0.02,0.00,127470.00
Thar,Kia,Jayanagar,1994,2,0.03,0.03,0.00,143156.50
Thar,Kia,Jayanagar,1994,1,0.02,0.02,0.00,191101.00
Baleno,Kia,Koramangala,1994,1,0.02,0.02,0.00,121467.00
City,Kia,Koramangala,1994,1,0.02,0.02,0.00,319116.00
City,Kia,Koramangala,1994,1,0.02,0.02,0.00,91663.00
Creta,Kia,Koramangala,1994,1,0.02,0.02,0.00,179710.00
Creta,Kia,Koramangala,1994,3,0.05,0.05,0.00,181477.00
i20,Kia,Koramangala,1994,1,0.02,0.02,0.00,193514.00
Innova,Kia,Koramangala,1994,1,0.02,0.02,0.00,98906.00
Innova,Kia,Koramangala,1994,1,0.02,0.02,0.00,154104.00
Nexon,Kia,Koramangala,1994,1,0.02,0.02,0.00,151864.00
Seltos,Kia,Koramangala,1994,2,0.03,0.03,0.00,201716.50
Swift,Kia,Koramangala,1994,1,0.02,0.02,0.00,275424.00
Swift,Kia,Koramangala,1994,3,0.05,0.05,0.00,157497.67
Baleno,Kia,Malleswaram,1994,2,0.03,0.03,0.00,220339.50
City,Kia,Malleswaram,1994,1,0.02,0.02,0.00,213568.00
City,Kia,Malleswaram,1994,2,0.03,0.03,0.00,93321.50
City,Kia,Malleswaram,1994,1,0.02,0.02,0.00,159516.00
City,Kia,Malleswaram,1994,1,0.02,0.02,0.00,75073.00
Harrier,Kia,Malleswaram,1994,1,0.02,0.02,0.00,171165.00
Harrier,Kia,Malleswaram,1994,1,0.02,0.02,0.00,135077.00
i20,Kia,Malleswaram,1994,1,0.02,0.02,0.00,154943.00
i20,Kia,Malleswaram,1994,1,0.02,0.02,0.00,169049.00
i20,Kia,Malleswaram,1994,1,0.02,0.02,0.00,115982.00
Innova,Kia,Malleswaram,1994,1,0.02,0.02,0.00,129343.00
Innova,Kia,Malleswaram,1994,1,0.02,0.02,0.00,146584.00
Innova,Kia,Malleswaram,1994,1,0.02,0.02,0.00,176754.00
Nexon,Kia,Malleswaram,1994,1,0.02,0.02,0.00,203297.00
Nexon,Kia,Malleswaram,1994,1,0.02,0.02,0.00,193277.00
Seltos,Kia,Malleswaram,1994,1,0.02,0.02,0.00,130265.00
Seltos,Kia,Malleswaram,1994,1,0.02,0.02,0.00,218409.00
Seltos,Kia,Malleswaram,1994,1,0.02,0.02,0.00,203598.00
Seltos,Kia,Malleswaram,1994,1,0.02,0.02,0.00,184170.00
Swift,Kia,Malleswaram,1994,1,0.02,0.02,0.00,225593.00
Swift,Kia,Malleswaram,1994,3,0.05,0.05,0.00,144450.00
Thar,Kia,Malleswaram,1994,1,0.02,0.02,0.00,130779.00
Thar,Kia,Malleswaram,1994,2,0.03,0.03,0.00,155020.50
Thar,Kia,Malleswaram,1994,2,0.03,0.03,0.00,186198.00
Baleno,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,236007.00
City,Kia,Rajajinagar,1994,2,0.03,0.03,0.00,255174.00
Creta,Kia,Rajajinagar,1994,2,0.03,0.03,0.00,280735.50
Creta,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,201474.00
Creta,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,78978.00
Harrier,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,220133.00
Harrier,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,132215.00
i20,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,287774.00
i20,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,242580.00
i20,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,274892.00
Innova,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,204336.00
Innova,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,216919.00
Innova,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,192694.00
Nexon,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,76411.00
Nexon,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,64970.00
Seltos,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,233688.00
Seltos,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,209372.00
Swift,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,168111.00
Swift,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,253718.00
Thar,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,252105.00
Thar,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,149587.00
Thar,Kia,Rajajinagar,1994,1,0.02,0.02,0.00,149280.00
Baleno,Kia,Whitefield,1994,3,0.05,0.05,0.00,135349.67
Baleno,Kia,Whitefield,1994,1,0.02,0.02,0.00,142311.00
Baleno,Kia,Whitefield,1994,1,0.02,0.02,0.00,91819.00
City,Kia,Whitefield,1994,1,0.02,0.02,0.00,170502.00
Creta,Kia,Whitefield,1994,1,0.02,0.02,0.00,117820.00
Harrier,Kia,Whitefield,1994,1,0.02,0.02,0.00,136434.00
i20,Kia,Whitefield,1994,1,0.02,0.02,0.00,212555.00
i20,Kia,Whitefield,1994,1,0.02,0.02,0.00,201587.00
i20,Kia,Whitefield,1994,1,0.02,0.02,0.00,208732.00
Nexon,Kia,Whitefield,1994,2,0.03,0.03,0.00,94809.00
Nexon,Kia,Whitefield,1994,3,0.05,0.05,0.00,278872.00
Seltos,Kia,Whitefield,1994,3,0.05,0.05,0.00,176419.00
Seltos,Kia,Whitefield,1994,1,0.02,0.02,0.00,186001.00
Swift,Kia,Whitefield,1994,2,0.03,0.03,0.00,208700.00
Thar,Kia,Whitefield,1994,1,0.02,0.02,0.00,180390.00
Thar,Kia,Whitefield,1994,1,0.02,0.02,0.00,196744.00
Baleno,Kia,Yelahanka,1994,1,0.02,0.02,0.00,138653.00
Baleno,Kia,Yelahanka,1994,1,0.02,0.02,0.00,168966.00
Baleno,Kia,Yelahanka,1994,1,0.02,0.02,0.00,123988.00
City,Kia,Yelahanka,1994,2,0.03,0.03,0.00,252940.00
City,Kia,Yelahanka,1994,1,0.02,0.02,0.00,223659.00
Creta,Kia,Yelahanka,1994,1,0.02,0.02,0.00,241041.00
Creta,Kia,Yelahanka,1994,3,0.05,0.05,0.00,114647.00
Creta,Kia,Yelahanka,1994,1,0.02,0.02,0.00,63266.00
Creta,Kia,Yelahanka,1994,1,0.02,0.02,0.00,177665.00
Harrier,Kia,Yelahanka,1994,1,0.02,0.02,0.00,266300.00
Harrier,Kia,Yelahanka,1994,1,0.02,0.02,0.00,91184.00
Harrier,Kia,Yelahanka,1994,1,0.02,0.02,0.00,122368.00
i20,Kia,Yelahanka,1994,1,0.02,0.02,0.00,190145.00
Innova,Kia,Yelahanka,1994,3,0.05,0.05,0.00,203902.00
Nexon,Kia,Yelahanka,1994,1,0.02,0.02,0.00,246881.00
Swift,Kia,Yelahanka,1994,1,0.02,0.02,0.00,275049.00
Swift,Kia,Yelahanka,1994,1,0.02,0.02,0.00,208940.00
Swift,Kia,Yelahanka,1994,3,0.05,0.05,0.00,252941.00
Baleno,Mahindra,Basavanagudi,1994,2,0.03,0.03,0.00,192171.00
Baleno,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,115079.00
Baleno,Mahindra,Basavanagudi,1994,2,0.03,0.03,0.00,133379.00
City,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,183689.00
City,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,171139.00
Creta,Mahindra,Basavanagudi,1994,2,0.03,0.03,0.00,211318.50
Creta,Mahindra,Basavanagudi,1994,3,0.05,0.05,0.00,109428.33
Creta,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,138211.00
Harrier,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,223610.00
Harrier,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,203154.00
Harrier,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,131062.00
i20,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,201022.00
Innova,Mahindra,Basavanagudi,1994,3,0.05,0.05,0.00,179147.00
Nexon,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,261549.00
Seltos,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,202809.00
Seltos,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,251734.00
Swift,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,135194.00
Swift,Mahindra,Basavanagudi,1994,2,0.03,0.03,0.00,176928.50
Thar,Mahindra,Basavanagudi,1994,1,0.02,0.02,0.00,273581.00
Creta,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,164560.00
Creta,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,217648.00
Harrier,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,279096.00
Harrier,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,273026.00
i20,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,103035.00
i20,Mahindra,Hebbal,1994,2,0.03,0.03,0.00,274403.00
Innova,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,146237.00
Nexon,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,133671.00
Seltos,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,189243.00
Seltos,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,262554.00
Seltos,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,43621.00
Swift,Mahindra,Hebbal,1994,2,0.03,0.03,0.00,150248.00
Thar,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,170432.00
Thar,Mahindra,Hebbal,1994,1,0.02,0.02,0.00,267472.00
City,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,149904.00
City,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,214294.00
City,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,175197.00
Creta,Mahindra,"HSR Layout",1994,2,0.03,0.03,0.00,120116.00
Creta,Mahindra,"HSR Layout",1994,2,0.03,0.03,0.00,86598.00
Harrier,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,212972.00
i20,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,48436.00
Innova,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,175396.00
Innova,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,59134.00
Innova,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,83413.00
Innova,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,189046.00
Innova,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,208411.00
Seltos,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,144822.00
Thar,Mahindra,"HSR Layout",1994,2,0.03,0.03,0.00,143337.00
Thar,Mahindra,"HSR Layout",1994,1,0.02,0.02,0.00,114529.00
Baleno,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,180942.00
Baleno,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,238932.00
Creta,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,162081.00
Creta,Mahindra,Indiranagar,1994,2,0.03,0.03,0.00,136986.00
Harrier,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,176570.00
i20,Mahindra,Indiranagar,1994,4,0.06,0.06,0.01,200619.50
i20,Mahindra,Indiranagar,1994,3,0.05,0.05,0.00,158502.00
Innova,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,63342.00
Innova,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,146377.00
Nexon,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,199533.00
Nexon,Mahindra,Indiranagar,1994,2,0.03,0.03,0.00,149201.00
Nexon,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,138108.00
Nexon,Mahindra,Indiranagar,1994,2,0.03,0.03,0.00,148393.00
Nexon,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,104037.00
Nexon,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,110173.00
Seltos,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,236495.00
Swift,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,119103.00
Swift,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,94536.00
Swift,Mahindra,Indiranagar,1994,2,0.03,0.03,0.00,163172.50
Thar,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,96896.00
Thar,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,245657.00
Thar,Mahindra,Indiranagar,1994,1,0.02,0.02,0.00,163991.00
Baleno,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,160130.00
Baleno,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,257162.00
City,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,259184.00
City,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,203078.00
Creta,Mahindra,Jayanagar,1994,3,0.05,0.05,0.00,81787.00
Creta,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,111322.00
Harrier,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,203428.00
Harrier,Mahindra,Jayanagar,1994,3,0.05,0.05,0.00,143474.00
i20,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,277493.00
i20,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,102413.00
i20,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,121980.00
i20,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,197183.00
Innova,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,173689.00
Innova,Mahindra,Jayanagar,1994,2,0.03,0.03,0.00,258841.00
Nexon,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,176892.00
Seltos,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,85585.00
Thar,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,158091.00
Thar,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,327256.00
Thar,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,116666.00
Thar,Mahindra,Jayanagar,1994,1,0.02,0.02,0.00,209052.00
Baleno,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,176341.00
Creta,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,310048.00
Creta,Mahindra,Koramangala,1994,3,0.05,0.05,0.00,200563.00
Creta,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,188012.00
Creta,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,107802.00
Harrier,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,250020.00
Harrier,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,88495.00
Harrier,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,242198.00
i20,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,169139.00
i20,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,176736.00
i20,Mahindra,Koramangala,1994,2,0.03,0.03,0.00,176428.50
i20,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,189485.00
Innova,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,47522.00
Nexon,Mahindra,Koramangala,1994,2,0.03,0.03,0.00,180595.50
Seltos,Mahindra,Koramangala,1994,2,0.03,0.03,0.00,185273.00
Seltos,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,81909.00
Seltos,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,100428.00
Seltos,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,208004.00
Swift,Mahindra,Koramangala,1994,2,0.03,0.03,0.00,149726.00
Swift,Mahindra,Koramangala,1994,2,0.03,0.03,0.00,162535.50
Thar,Mahindra,Koramangala,1994,1,0.02,0.02,0.00,163928.00
Baleno,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,187721.00
City,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,104254.00
Creta,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,224937.00
Creta,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,151920.00
Harrier,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,70999.00
Harrier,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,244705.00
Harrier,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,170503.00
Harrier,Mahindra,Malleswaram,1994,2,0.03,0.03,0.00,87870.00
i20,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,200451.00
i20,Mahindra,Malleswaram,1994,2,0.03,0.03,0.00,177309.50
i20,Mahindra,Malleswaram,1994,3,0.05,0.05,0.00,162997.00
Nexon,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,180586.00
Nexon,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,146484.00
Swift,Mahindra,Malleswaram,1994,2,0.03,0.03,0.00,163670.00
Swift,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,191838.00
Thar,Mahindra,Malleswaram,1994,1,0.02,0.02,0.00,141210.00
Baleno,Mahindra,Rajajinagar,1994,4,0.06,0.06,0.01,126407.50
Baleno,Mahindra,Rajajinagar,1994,2,0.03,0.03,0.00,220574.50
Baleno,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,76951.00
City,Mahindra,Rajajinagar,1994,6,0.10,0.10,0.01,139481.00
City,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,236713.00
Creta,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,215319.00
Harrier,Mahindra,Rajajinagar,1994,2,0.03,0.03,0.00,161944.00
i20,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,266327.00
Nexon,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,91032.00
Nexon,Mahindra,Rajajinagar,1994,2,0.03,0.03,0.00,280753.00
Nexon,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,217000.00
Seltos,Mahindra,Rajajinagar,1994,2,0.03,0.03,0.00,135348.50
Seltos,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,174801.00
Seltos,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,175811.00
Swift,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,97149.00
Swift,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,270552.00
Swift,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,136682.00
Thar,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,271211.00
Thar,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,179114.00
Thar,Mahindra,Rajajinagar,1994,1,0.02,0.02,0.00,270412.00
Baleno,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,189850.00
City,Mahindra,Whitefield,1994,3,0.05,0.05,0.00,179470.33
City,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,147070.00
City,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,290763.00
Creta,Mahindra,Whitefield,1994,3,0.05,0.05,0.00,147300.00
Creta,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,268935.00
Creta,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,134955.00
Harrier,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,224719.00
Harrier,Mahindra,Whitefield,1994,3,0.05,0.05,0.00,160405.00
Harrier,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,228403.00
Harrier,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,116959.00
i20,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,167900.00
i20,Mahindra,Whitefield,1994,3,0.05,0.05,0.00,190675.00
i20,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,230703.00
Innova,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,234211.00
Innova,Mahindra,Whitefield,1994,2,0.03,0.03,0.00,138533.00
Nexon,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,108992.00
Nexon,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,204666.00
Seltos,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,267826.00
Seltos,Mahindra,Whitefield,1994,1,0.02,0.02,0.00,208363.00
